name,link,size,file_type,entire_folder_path
Rental Agreement_Bidadi_LAP_KBNBFC_EV_27092024_Signed.pdf,https://drive.google.com/file/d/1ZgMo5_rhgHc3yFbx08DScu1ab4vWq7E5/view?usp=drive_link,420104,application/pdf,Revised
desktop.ini,https://drive.google.com/file/d/1iWUIhKHyetnhvL-VjCLphnWIOJw5uAqe/view?usp=drive_link,6594,application/octet-stream,Revised
BSA_Brightworth Advisors_Krazybee.pdf,https://drive.google.com/file/d/1terwhXt4A_P0wK3tCxBNBgb4Hx6IOSph/view?usp=drive_link,3393274,application/pdf,Revised
BSA_SK Smartech_Krazybee_Signed.pdf,https://drive.google.com/file/d/14B4eD0rUGbrf87_5-2sWNxlX-yRSTE8x/view?usp=drive_link,19199223,application/pdf,Revised
Addendum 4_Aerial Telecom_Krazybee.pdf,https://drive.google.com/file/d/1CzMQGX1-cxjKKsVQGZM_e6J69WeBJmOk/view?usp=drive_link,257852,application/pdf,Revised
Addendum 1_Powerlink_Krazybee.pdf,https://drive.google.com/file/d/10TmQ2sg8Vynwg6dVHonLFhFa8obew7Om/view?usp=drive_link,270834,application/pdf,Revised
Addendum 5_Rudra Professional_Krazybee.pdf,https://drive.google.com/file/d/124bNK6SUEtlVXA8CeCqMJGztE4IjQdd_/view?usp=drive_link,288724,application/pdf,Revised
Addendum 4_Aerial Telecom_Finnovation.pdf,https://drive.google.com/file/d/1Fzxk1WnnzugN3XS0Xdu-j3UlfQfMYPAP/view?usp=drive_link,251929,application/pdf,Revised
Addendum 5_Rudra Professional_Finnovation.pdf,https://drive.google.com/file/d/1njBfdW8fUn-0s1aIz1AGococtjOJwUT2/view?usp=drive_link,284106,application/pdf,Revised
DSA Agreement_LAP_Chinnavenka Rajashekar_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1G6F0tkJXvHYVxz_RrtWKCJH-rtSTAJfT/view?usp=drive_link,1835855,application/pdf,Revised
Addendum 1_Rmammon Solutions_Krazybee.pdf,https://drive.google.com/file/d/1vOUIdZyMNB4BkT6rwLcch54DFGBTELw_/view?usp=drive_link,258228,application/pdf,Revised
Addendum 2_Pinnacle Tele Services_Krazybee.pdf,https://drive.google.com/file/d/1pdE-mJZV1aFCqIFAtrxYqOsHEV53QWsD/view?usp=drive_link,309357,application/pdf,Revised
Addendum 5_Sai Kripa Associates_Krazybee.pdf,https://drive.google.com/file/d/1vK52HnMnj66LeWCcLfB7Mz681KWF0fDv/view?usp=drive_link,266277,application/pdf,Revised
Addendum 1_Rmammon Solutions_Finnovation.pdf,https://drive.google.com/file/d/1U0NmROI-jk0Pl0ruiePWARfM4w5vOYUk/view?usp=drive_link,315157,application/pdf,Revised
Addendum 5_Sai Kripa Associates_Finnovation.pdf,https://drive.google.com/file/d/1_-WJB46R4Eq2WYNHQvNb27hBx_FHMLs5/view?usp=drive_link,262873,application/pdf,Revised
Addendum 1_Kreditshop_Krazybee.pdf,https://drive.google.com/file/d/1T1cw2HZkb6nbynimryUB11wsqDDxhgju/view?usp=drive_link,253294,application/pdf,Revised
Co-Lending Services Agreement-KSF_Krazybee_FTSPL.pdf,https://drive.google.com/file/d/10IXmKrunVZy6SVJamD3poX4XcJ4TfwLX/view?usp=drive_link,1426842,application/pdf,Revised
Addendum No.1_Drishti Enterprises_KB.pdf,https://drive.google.com/file/d/1tq3rFap0AdoznrzBi71AhH0s9aH-_b5r/view?usp=drive_link,311387,application/pdf,Revised
Addendum No.1_Shambhavi Marketing_KB.pdf,https://drive.google.com/file/d/1fLqwUXQmCyzLm59B8r_cEQzDS93rSBAl/view?usp=drive_link,339843,application/pdf,Revised
Addendum No.1_AK Management_KB.pdf,https://drive.google.com/file/d/18Ec9GvHjQoU1JTqkaDfrvS6IiRGQOatk/view?usp=drive_link,334588,application/pdf,Revised
Addendum No.1_Finceptive_KB.pdf,https://drive.google.com/file/d/1Ji5uaSSyq2pLJnH__II27G4msx_P8EJV/view?usp=drive_link,305205,application/pdf,Revised
Addendum No.1_Destiny Enterprises_KB.pdf,https://drive.google.com/file/d/10soHxencKdRGx9ovFpQvK4EAVRdPIknV/view?usp=drive_link,296042,application/pdf,Revised
Addendum No.1_AK Management_FTSPL.pdf,https://drive.google.com/file/d/1BBfXGR6OEG5ebZeYROkURYg-uLj9JiIJ/view?usp=drive_link,329658,application/pdf,Revised
Addendum No.1_Finceptive_FTSPL.pdf,https://drive.google.com/file/d/1INclkqe9hL3RKOkp2-2x_cUuGwTaw7r8/view?usp=drive_link,308389,application/pdf,Revised
Addendum No.5_Ileads_FTSPL.pdf,https://drive.google.com/file/d/1k8CFKXeTtwe8qoSkW3jXUbcJ6TKoUwKu/view?usp=drive_link,255214,application/pdf,Revised
Addendum No.1_Drishti Enterprises_FTSPL.pdf,https://drive.google.com/file/d/1uOQfeNT0xYWmW7kipXbQJfLqa0l6aFSw/view?usp=drive_link,307021,application/pdf,Revised
Addendum No.1_Shambhavi Marketing_FTSPL.pdf,https://drive.google.com/file/d/1P9i3vAIk9K_mKH2FZQyHGi2EQ8m6l3-r/view?usp=drive_link,288747,application/pdf,Revised
Addendum No.2_Locobuzz_FTSPL.pdf,https://drive.google.com/file/d/10nWvkgVsANbPk0j7n5lDbRYg5mTCGuk3/view?usp=drive_link,533338,application/pdf,Revised
Addendum No.1_Destiny Enterprises_FTSPL.pdf,https://drive.google.com/file/d/1CPzmnxV3yfa_kkPt2HCKFelTeTit4KXA/view?usp=drive_link,288162,application/pdf,Revised
Addendum 5_KBNBFC_Mobavenue_Signed.pdf,https://drive.google.com/file/d/1_DOwsbNKIbE8PKpEqyt918GqbO_7bOF4/view?usp=drive_link,263751,application/pdf,Revised
Addendum 5_FTSPL_Mobavenue_Signed.pdf,https://drive.google.com/file/d/1p8uHkhRreFSXZkyc-ojlx2_lkUz-xaJw/view?usp=drive_link,259714,application/pdf,Revised
Addendum No.1_Mindfin_KBNBFC.pdf,https://drive.google.com/file/d/1o-DIiBMFMfPKfk0Cw04N0IzbqVaTM_NL/view?usp=drive_link,233387,application/pdf,Revised
Business Sourcing Agreement_FTSPL_Niro_QFI Tech_Signed.pdf,https://drive.google.com/file/d/1s7N4ZRVV9hEGVQBgR5pKchsXTFaUULDq/view?usp=drive_link,2104532,application/pdf,Revised
Addendum 7_FTSPL_Finbud Financial_Signed.pdf,https://drive.google.com/file/d/1Uh38-Kmb8VFfmLbjVMHLrR5WwpRrpZ-4/view?usp=drive_link,966010,application/pdf,Revised
Addendum No.1_Finbud_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1ZTWbkXqBfSl-4t2Vmg8WIM_NlnleFkeV/view?usp=drive_link,211060,application/pdf,Revised
Addendum No.1_Rupeeboss_KBNBFC_Signed.pdf,https://drive.google.com/file/d/14wYR6xiSmdzHqa5b6E39-FcLjTfNlcav/view?usp=drive_link,280464,application/pdf,Revised
Addendum No.1_HEPL_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1NFjzkdy3BX4IVS02SCVM8T03WoENYCNy/view?usp=drive_link,222976,application/pdf,Revised
Addendum No.1_Rupeeboss_KBNBFC.pdf,https://drive.google.com/file/d/1Q8EPZcp7IKLdH9ulvqTnoRbHi7nfmvp3/view?usp=drive_link,280464,application/pdf,Revised
Addendum No.1_HEPL_KBNBFC.pdf,https://drive.google.com/file/d/10Rhd1BsKoLUnghdTCRQJ3e6IP1dMyAR3/view?usp=drive_link,222976,application/pdf,Revised
Rental Agreement_LAP_H Roopa_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1AJXDhXB5PIBXf6szoOT2q4EVwAgp0d9-/view?usp=drive_link,420104,application/pdf,Revised
Addendum 7_Digitmoney_FTSPL_Signed.pdf,https://drive.google.com/file/d/1E6aL0rx8GVfjb11w1Ic47iFAesUvwEBl/view?usp=drive_link,3081190,application/pdf,Revised
Dealer Agreement_Global Autocraft_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1h-GD_C4K1Ng6P1KicWcExOQGEYTTYMKH/view?usp=drive_link,1399882,application/pdf,Revised
Service Agreement_TSR_LAP_M Sekaran_KBNBFC_Signed.pdf,https://drive.google.com/file/d/13JeIA_yfqtyy1F_0aowUqOaDN3r3PuNT/view?usp=drive_link,1317180,application/pdf,Revised
MSA_Sree Saran_Krazybee_1.pdf,https://drive.google.com/file/d/1n3XCPHDe0e3JLPf7eQRdpbXRZD-atk4-/view?usp=drive_link,346951,application/pdf,Revised
MSA_Sree Saran_Krazybee.pdf,https://drive.google.com/file/d/1eEtGJQLoDpVHVNXKzxzfbTOb5Pmaj6Mx/view?usp=drive_link,350119,application/pdf,Revised
LAP_Rental_H Roopa_Krazybee.pdf,https://drive.google.com/file/d/1zuAIFk9kLLcQhCnl-mgfhmcij3GyLljU/view?usp=drive_link,420104,application/pdf,Revised
Marketing Agreement_FTSPL_Zopper_ZIBPL_Signed.pdf,https://drive.google.com/file/d/15zVcccsC1BPO4HXnrqG26fWLpVYORlIZ/view?usp=drive_link,553136,application/pdf,Revised
Dealer Agreement_Avinash Motors_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1isMXUwR-Bpe3E-_RI7gIe2b399tuAl8y/view?usp=drive_link,1375866,application/pdf,Revised
Dealer Agreement_Silicon Motors_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1luCgYfRQ7EO37_Xh5uGWAZj7tuI74fad/view?usp=drive_link,1188751,application/pdf,Revised
Service Agreement_LAP Valuation_KBNBFC_Kruthika Associates_Signed.pdf,https://drive.google.com/file/d/17HjQwSSzp7WZIzJBEmHP6CNCNI6UiorI/view?usp=drive_link,764445,application/pdf,Revised
Addendum 4_Unigage_Curejoy_FTSPL_CJ sign.pdf,https://drive.google.com/file/d/1iU4e47IjVb9fuo-U3RTBIwvQ4iHr_QO2/view?usp=drive_link,335056,application/pdf,Revised
"MNDA (KSPL-Fivetran) (6707790c99) (October 23, 2024).pdf",https://drive.google.com/file/d/1kDWynkXTXQXDqAADJ7HjtQgOG-2YqXv6/view?usp=drive_link,237886,application/pdf,Revised
"DPA (KSPL-Fivetran) (October 23, 2024).pdf",https://drive.google.com/file/d/1GBDnKF0E_mhshLSndXcDB2-T8fRNRPxj/view?usp=drive_link,449538,application/pdf,Revised
Service Agreement - Valuation - Aathira Associates.pdf,https://drive.google.com/file/d/1O4tM9XlZoSlcF4mPe33k7S5dWvebdhIC/view?usp=drive_link,690696,application/pdf,Revised
MSA_Crimescan_Valuepitch_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1JqUwm6hpnWRnVV5yIwZ1QgmggL3wdgM1/view?usp=drive_link,2423937,application/pdf,Revised
MSA_Anvi_Krazybee.pdf,https://drive.google.com/file/d/1edREUL9yJVDByrFRs2wXX3abdRTUUg9g/view?usp=drive_link,1392456,application/pdf,Revised
Service Agreement_LAP TSR_ S Umesh_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1aR5oGjhaxw4U4H1Abwa5I-sM2IG0bd83/view?usp=drive_link,6804193,application/pdf,Revised
Rental Agreement_LAP Bhongir_Madhavi_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1lgCcQGeziSbjKwII8I0RIZNLQVjQj5k9/view?usp=drive_link,497405,application/pdf,Revised
Addendum 2_Truecaller_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1lEpLQh5ZYXPcZW9aByZGQB79G6MsoOxa/view?usp=drive_link,485902,application/pdf,Revised
DSA Agreement_LAP_Venu N_KBNBFC_Signed.pdf,https://drive.google.com/file/d/1qoZK2P0M9F6pGRfisKp8KqoK-cyYZ1_W/view?usp=drive_link,5894028,application/pdf,Revised
Addendum 6_Wishfin_FTSPL_Signed.pdf,https://drive.google.com/file/d/1HUVs54UCBZmAfR7r-AfgTSz-wxkFw0__/view?usp=drive_link,896279,application/pdf,Revised
E_SISA_KrazyBee_AUA-KUA Audit_Proposal_041124_v1.1.pdf,https://drive.google.com/file/d/1bkihxBoitTljxb81kl95cvqNnzlmI-ut/view?usp=drive_link,1642312,application/pdf,Revised
LAP Rental Agreement_Manoharan_Krazybee.pdf,https://drive.google.com/file/d/1wvvVF6KB5ucCvA8rPzbnzIVxKYOdkBbk/view?usp=drive_link,429097,application/pdf,Revised
LAP_Rental_Red Hills_Krazybee.pdf,https://drive.google.com/file/d/1a0_DqN2dVojT8ClNJnbIw_PJ_ZEe8vgI/view?usp=drive_link,421883,application/pdf,Revised
BSA_Trademart_Krazybee.pdf,https://drive.google.com/file/d/1U1sUJQEDT7wTLDgYFdBidtj56AXCvGP5/view?usp=drive_link,2157301,application/pdf,Revised
Addendum No.6_Wishfin_FTSPL.pdf,https://drive.google.com/file/d/1En3q7qy0PzK3KNjsYbvZF1hwgCSXic2W/view?usp=drive_link,896279,application/pdf,Revised
Addendum 2_Growtele_KBNBFC.pdf,https://drive.google.com/file/d/15vyDarwni0Z7Uu8ZxuFL1GK6GrHvsBxn/view?usp=drive_link,10231583,application/pdf,Revised
Collection Agreement_Piramal_July '22.pdf,https://drive.google.com/file/d/19BIJRf43Mo6m8kDUJjuF8ep_mog0g1BP/view?usp=drive_link,2068729,application/pdf,Revised
Service Agreement_Piramal _July '22.pdf,https://drive.google.com/file/d/1-5L8yoWmZneqlhrCrgn_1tYHiuYgjnwU/view?usp=drive_link,2527210,application/pdf,Revised
PayU_Addendum 1.pdf,https://drive.google.com/file/d/1LaSMFh2dfRR_e7hZgqKxgvBBaLpa2bA_/view?usp=drive_link,3558146,application/pdf,Revised
Co-Lending Agreement_MAS_KB_FTSPL_with DLG_2024.pdf,https://drive.google.com/file/d/1CjrlGgQ8iWVAVwxJDYiSwyXUQT35yMPb/view?usp=drive_link,2159277,application/pdf,Revised
First Addendum_MFSL_KB_FTSPL.pdf,https://drive.google.com/file/d/1tHJsNCyrLN_Xi7n1G65EWmpVDPNb1Oj3/view?usp=drive_link,250498,application/pdf,Revised
Co-Lending Services Agreement_MAS_KrazyBee_Sept 2023.pdf,https://drive.google.com/file/d/1jccdHVCagsr7_KIuPMZWgQXy7M27CAht/view?usp=drive_link,4132937,application/pdf,Revised
Co-Lending Services Agreement_MAS_KrazyBee_Sept 2022.pdf,https://drive.google.com/file/d/1LJYELz-ojkTS8-Q-Fxa-ZjAuKLhiHFbb/view?usp=drive_link,1806730,application/pdf,Revised
Co-Lending Services Agreement_MAS_KrazyBee_FTSPL_Sept 2021.pdf,https://drive.google.com/file/d/1K8hlNxAhLGah2-JE0xjeYXsiWRkkc2Aw/view?usp=drive_link,3468891,application/pdf,Revised
CO-LENDING FRAMEWORK AND SERVICING AGREEMENT_June 2022.pdf,https://drive.google.com/file/d/1vxNMG04geCR5GT1ompM5i_8emO8Ez0hf/view?usp=drive_link,2190751,application/pdf,Revised
Addendum No.7_Panacea_KB.pdf,https://drive.google.com/file/d/1UheVU9FP_S4JiiPeME-OpKZW85V1MxRC/view?usp=drive_link,244893,application/pdf,Revised
BSA_Creditenable_Krazybee.pdf,https://drive.google.com/file/d/10pz1NYkvPiqylih2AQ-qqJeWAQRONPVh/view?usp=drive_link,2140966,application/pdf,Revised
KB Addendum 2_Feb '22.pdf,https://drive.google.com/file/d/1YYYNd1Yy3kOqYj9Rl5WfcpH__I7s31Y1/view?usp=drive_link,417828,application/pdf,Revised
Northern Arc_Addendum 1_Side Letter_Aug 21.pdf,https://drive.google.com/file/d/11McGMS02jze-xtH_8IZKh09ceywKiCaY/view?usp=drive_link,324886,application/pdf,Revised
First Commercial Amendment - Co-Lending Chola - Krazybee_1st Feb '24.pdf,https://drive.google.com/file/d/1p83UODU7VvNfV5Es5ERuvlf4EfhIROYa/view?usp=drive_link,540282,application/pdf,Revised
Co-Lending Agreement_Chola_KB_FTSPL_01st Aug '23 (2).pdf,https://drive.google.com/file/d/1FdAq1DRo9kwDEWaXUS-j3vfvWARBYlk-/view?usp=drive_link,3428209,application/pdf,Revised
Addendum 1 Chola_KB_FTSPL_1st Apr '23.pdf,https://drive.google.com/file/d/1RG9gdQxiO8233iUzgQM59Rjq7bUaXqm1/view?usp=drive_link,412390,application/pdf,Revised
Co-Lending SLA_Chola_KB_FTSPL_01st Dec '22.pdf,https://drive.google.com/file/d/1kJZHgZPVJfkEANH-qDKwhsn4maK9y3yN/view?usp=drive_link,2779538,application/pdf,Revised
Chola_Addendum 2_KB_FTSPL_July '22.pdf,https://drive.google.com/file/d/1pZQWS6ZPVqT5AUq9bJVX7F7EVjmxzPfv/view?usp=drive_link,1016775,application/pdf,Revised
Addendum 1_Cholamandalam_KrazyBee_FTSPL_Feb '22.pdf,https://drive.google.com/file/d/18M4lE2x41hbYVECdfHFcL1IDcwq9oi5-/view?usp=drive_link,905127,application/pdf,Revised
Co-Lending Services Agreement_Chola_KrazyBee_FTSPL- Sept 2021.pdf,https://drive.google.com/file/d/17oJo3zNYmO1uxKuSAgAy3pqsuqBKasMz/view?usp=drive_link,4977475,application/pdf,Revised
Addendum 2 KSF KB Signed - Sept '23.pdf,https://drive.google.com/file/d/1p99SAc4VUR27aBBXTAnIbsZComME_cTl/view?usp=drive_link,1483886,application/pdf,Revised
Addendum 1 KSF KB Signed - 1st April - May '23.pdf,https://drive.google.com/file/d/1xm-p0JtfoBlzT0TVUZqu5aaBfmHMdmBH/view?usp=drive_link,948532,application/pdf,Revised
Co Lending SLA_KSF_KB_FTSPL - Dec '22.pdf,https://drive.google.com/file/d/1rOfeBei1se_B_YkTiKJknwK4IG8_bf0q/view?usp=drive_link,3140130,application/pdf,Revised
Dealer Agreement_Global Autocraft_Krazybee.pdf,https://drive.google.com/file/d/1RYYQHoFioCJc5mtny_D4X0IuhYQ1vLuM/view?usp=drive_link,1399882,application/pdf,Revised
Addendum 2_Dezire HR_Krazybee.pdf,https://drive.google.com/file/d/1OA2kmmljx7l_zZUprZrR3VlLvw8Sqgh_/view?usp=drive_link,232000,application/pdf,Revised
MSA_SRS_Krazybee.pdf,https://drive.google.com/file/d/19dlZ87qbIXlBKbF5a_p8tpturxYFRr96/view?usp=drive_link,3277645,application/pdf,Revised
MSA_SRS_Finnovation.pdf,https://drive.google.com/file/d/1y_SWgwGaeA6DdqnOt0hpoN2M9Mv1g_dc/view?usp=drive_link,3265935,application/pdf,Revised
Dealer Agreement_Bimal Motors_Krazybee.pdf,https://drive.google.com/file/d/1u1r3bYHJGnPxPKsdwGvf3QJfIBDBwzqB/view?usp=drive_link,1218466,application/pdf,Revised
Dealer Agreement_Sai Bikes_Krazybee.pdf,https://drive.google.com/file/d/1kcFeUzvb-BljS3vfGbc0eKiwvEITUjGy/view?usp=drive_link,1193549,application/pdf,Revised
Dealer Agreement_Sai Motors_Krazybee.pdf,https://drive.google.com/file/d/1_Bt_WnDt6wTrVGpP43e7erca_VtGqeQZ/view?usp=drive_link,1302072,application/pdf,Revised
Dealer Agreement_Vaayuratha_Krazybee.pdf,https://drive.google.com/file/d/1r6UDEzBAcZoQaA7JcN-NL7ZFoovvoSjC/view?usp=drive_link,1092918,application/pdf,Revised
LAP Rental_Kanchipuram_Krazybee.pdf,https://drive.google.com/file/d/1vR4eYVeSsEVUhjrRRod-lXCNAvLLFIrj/view?usp=drive_link,492858,application/pdf,Revised
Dealer Agreement_Synergy Autokraft_Krazybee.pdf,https://drive.google.com/file/d/10MjSv855tmcWYhTgIa7ZVRaLOXoq3y_X/view?usp=drive_link,1423360,application/pdf,Revised
Addendum 2_Deeksha Enterprises_Krazybee.pdf,https://drive.google.com/file/d/1djQCayHUIHqFd3e3OpDdG3sxnBIranN7/view?usp=drive_link,317620,application/pdf,Revised
MAFS_KB - First Amendment Agreement.pdf,https://drive.google.com/file/d/1fg0lo3YL_wgWcYDQBmBUOPniI2ieKqVh/view?usp=drive_link,1208058,application/pdf,Revised
DSA_P Thambi Raj_Krazybee.pdf,https://drive.google.com/file/d/1UIQ2nDsHZwIgTOEjcRNMnM01GI5aNglj/view?usp=drive_link,1993453,application/pdf,Revised
DSA_Elayaraja R_Krazybee.pdf,https://drive.google.com/file/d/1z71_-g4Hu7IvqiiB_5003b34xB3GN76f/view?usp=drive_link,2064262,application/pdf,Revised
Rental_Madireddy_Krazybee.pdf,https://drive.google.com/file/d/1gPXT-xl5Aa-uYO2zv-cJa7x2ASR9_2S5/view?usp=drive_link,470318,application/pdf,Revised
Rental_Madhavi_Krazybee.pdf,https://drive.google.com/file/d/12SFhizPlR5VVyhaAwkPLRokxIuSHxuZZ/view?usp=drive_link,497405,application/pdf,Revised
Addendum 1_Wroots_Krazybee.pdf,https://drive.google.com/file/d/1Zf7EbmWofvAOtmss4Vu5HD3NCAiuRqEp/view?usp=drive_link,253851,application/pdf,Revised
Commercial Amendment - Co-Lending Chola - Krazybee-  02nd May - 31st July 24.pdf,https://drive.google.com/file/d/19ClPm56SckCSJmANKHR516dKNR7kqJLn/view?usp=drive_link,570295,application/pdf,Revised
Commercial Amendment - Co-Lending Chola - Krazybee-  01st August 24.pdf,https://drive.google.com/file/d/1Tu_RTJXKDC8bPjW-wWUrcQVsszVO0ul-/view?usp=drive_link,557639,application/pdf,Revised
DLG Agreement - Co-Lending Chola - Krazybee 02nd May 24.pdf,https://drive.google.com/file/d/1M5_60uYr1w3HxkVhxDs5qrBtR7h-MLm1/view?usp=drive_link,605652,application/pdf,Revised
Payu Fifth Amendment_KB_FTSPL-signed.pdf,https://drive.google.com/file/d/1nMjFlQ2hO_WVj-YGbrJY8trysXkFWeWu/view?usp=drive_link,445693,application/pdf,Revised
MSA_Car Club_Krazybee.pdf,https://drive.google.com/file/d/1JoEkuXaQ7BqVO-qAgHupElVsxHGbd_4Z/view?usp=drive_link,3868690,application/pdf,Revised
MSA_Car Club_Finnovation.pdf,https://drive.google.com/file/d/1rZyoquTNuf7cQ0lEXrw8H8s4_hV5bBJ5/view?usp=drive_link,3498369,application/pdf,Revised
Addendum 3_Getlux_Finnovation.pdf,https://drive.google.com/file/d/1n0aBwzgTI3qHYo5U2x1G5n21iJrCtzBl/view?usp=drive_link,225174,application/pdf,Revised
BSA_Fineotric_Krazybee.pdf,https://drive.google.com/file/d/1HfX1yZYZpo1RiBLWaKvjD33lM5M5oyL8/view?usp=drive_link,2029737,application/pdf,Revised
MSA_Horizon_Finnovation.pdf,https://drive.google.com/file/d/16CiKildcAm50tPk4hb2wYU3WAkhUvG_b/view?usp=drive_link,3386491,application/pdf,Revised
MSA_MR Solutions_Finnovation.pdf,https://drive.google.com/file/d/1EMtX-9Au87AxGf-9OUyMG537Icjq6Zt8/view?usp=drive_link,3272839,application/pdf,Revised
Addendum 4_Spark_Finnovation.pdf,https://drive.google.com/file/d/1IZQR3AXcBNthDiV0Dfq0Em-AYXrix2tK/view?usp=drive_link,184182,application/pdf,Revised
Addendum 5_Shree Finance_Finnovation.pdf,https://drive.google.com/file/d/1Hu4m8f4UH2zYmG7_ZnBQlKSIwPq-iahG/view?usp=drive_link,243060,application/pdf,Revised
Addendum 3_Surabhi Fintech_Finnovation.pdf,https://drive.google.com/file/d/1FKapgaL50A6aYoPx4U7t6DtZyLDanCPl/view?usp=drive_link,216262,application/pdf,Revised
Addendum 1_Creative_Finnovation.pdf,https://drive.google.com/file/d/1ecXxY_Hrjq17VaI-720LOdHQeJe1oZHJ/view?usp=drive_link,300263,application/pdf,Revised
Addendum 1_Sai Matha_Finnovation.pdf,https://drive.google.com/file/d/1P73nHRPAUYqGtu9a7aN9hGXvxxyozLHW/view?usp=drive_link,217063,application/pdf,Revised
Addendum 5_Tanu Financial_Finnovation.pdf,https://drive.google.com/file/d/1hm8KwJTiiBP2eWNqBiAz1f3zrDVruX_j/view?usp=drive_link,265818,application/pdf,Revised
Addendum 1_Xooms_Krazybee.pdf,https://drive.google.com/file/d/1HQWAA5VyzOzeI_xJlZv7IRkdrO3lK9La/view?usp=drive_link,487137,application/pdf,Revised
MSA_Apex Asset_Krazybee.pdf,https://drive.google.com/file/d/1DT14lQ0RMd3G98p1kLTmtpdh0Rnc8qaH/view?usp=drive_link,3929271,application/pdf,Revised
MSA_Vignesh Ventures_Krazybee.pdf,https://drive.google.com/file/d/1I_L56XYOob7CT1aETlbDmYQbUSxeLXTJ/view?usp=drive_link,3091264,application/pdf,Revised
MSA_Focus Business_Krazybee.pdf,https://drive.google.com/file/d/1qflUZUcolMmWP5NKPeOMDzSoU4Mq1jTW/view?usp=drive_link,3067097,application/pdf,Revised
MSA_Sparkling Business_Krazybee.pdf,https://drive.google.com/file/d/1x7pPrgT1z0UQRwmWeroivCS0FKvEHTtg/view?usp=drive_link,3049111,application/pdf,Revised
Addendum 3_Getlux_Krazybee.pdf,https://drive.google.com/file/d/1c09kqf6zfI-YKKv_ElA4ZIRFXD5OsQA0/view?usp=drive_link,241724,application/pdf,Revised
MSA_Saviour Agency_Krazybee.pdf,https://drive.google.com/file/d/1ARsUuRLj1hbgKByr1SbLWetqvgfzV0ON/view?usp=drive_link,3969035,application/pdf,Revised
Addendum 3_Surabhi Fintech_Krazybee.pdf,https://drive.google.com/file/d/1EsUuLtZGxOG3AHKjT9q_Dv7ILjOxscZM/view?usp=drive_link,237038,application/pdf,Revised
Addendum 4_Spark_Krazybee.pdf,https://drive.google.com/file/d/1HobgcAVwAlKpENQxGHhn9c5Wyzqv7gFx/view?usp=drive_link,205655,application/pdf,Revised
Addendum 5_Shree Finance_Krazybee.pdf,https://drive.google.com/file/d/1nu5RCUDpFkLVRh4enHXJtvYNSNUyaOWU/view?usp=drive_link,248952,application/pdf,Revised
Addendum 1_Creative Services_Krazybee.pdf,https://drive.google.com/file/d/1ss7WfHHmHdMDD3GpbbsmLB4TL_lWP0LF/view?usp=drive_link,308827,application/pdf,Revised
MSA_MR Solutions_Krazybee.pdf,https://drive.google.com/file/d/1tkoLKfzouzQ3GHOrzBDOGXMKzOUtmvdU/view?usp=drive_link,3555131,application/pdf,Revised
Addendum 5_Tanu Financial_Krazybee.pdf,https://drive.google.com/file/d/18zFufaMUgN5q9eikpNYSxe2m1SacdvFc/view?usp=drive_link,285346,application/pdf,Revised
Addendum 3_Ismail Enterprises_Krazybee.pdf,https://drive.google.com/file/d/1zVnrDQsq89kTVwpke7TG8RUc-EpBRrr6/view?usp=drive_link,374900,application/pdf,Revised
Addendum 1_Sai Matha_Krazybee.pdf,https://drive.google.com/file/d/1CHOVSFFimnxFs0TS3FMl-91zD9X6gz7k/view?usp=drive_link,248911,application/pdf,Revised
NDA_Creditas_Krazybee.pdf,https://drive.google.com/file/d/1zMpfysXez7xUOAZZr6jvRfUNNirgqLU2/view?usp=drive_link,422488,application/pdf,Revised
MSA_Horizon_Krazybee.pdf,https://drive.google.com/file/d/1nIirY-8hjZ-9ckPlhn6X0PHWhmOoUBud/view?usp=drive_link,3501084,application/pdf,Revised
BSA_Sheltercraft_Krazybee.pdf,https://drive.google.com/file/d/1hFIJa8h2wZIbW3KNejh0Yej2wjcnEs7Y/view?usp=drive_link,2734128,application/pdf,Revised
MSA_Vignesh Ventures_Finnovation.pdf,https://drive.google.com/file/d/1oT57UTs1l9RJsm3E_oM_w7lpedFjIRWU/view?usp=drive_link,2956959,application/pdf,Revised
Addendum 3_Ismail Enterprises_Finnovation.pdf,https://drive.google.com/file/d/1tuJLLPDg9pZjTecE-eMs63qiem1HfbF_/view?usp=drive_link,354287,application/pdf,Revised
Addendum 1_Xooms Solution_Finnovation.pdf,https://drive.google.com/file/d/1vrEUirun-th_H5l_Dhhha_x9tyL14p4W/view?usp=drive_link,426198,application/pdf,Revised
NDA_Creditas_Finnovation.pdf,https://drive.google.com/file/d/1YYDDaw8Alxi22ljDpZMKbDdpOu7yq-CU/view?usp=drive_link,408781,application/pdf,Revised
MSA_Saviour Agency_Finnovation.pdf,https://drive.google.com/file/d/1Leqr1_nylcOmqNwzBRdV-wry6pYeCq_e/view?usp=drive_link,4126493,application/pdf,Revised
